order_id,date_id,customer_id,product_id,region_id,ship_mode,sales,quantity,discount,profit,customer_name,segment,category,sub_category,product_name,country,state,city,region,year,month,month_name,quarter
ORD-149450,10/29/2021,CUST-1057,PROD-0027,3,Same Day,1103.82,6,0.3,-158.01,Neha Iyer,Consumer,Furniture,Tables,Tables Product 7,USA,New York,New York,Central,2021,10,October,Q4
ORD-149451,5/20/2024,CUST-1972,PROD-0079,3,Standard Class,1100.59,9,0.15,0,Harsh Sinha,Corporate,Furniture,Furnishings,Furnishings Product 19,USA,New York,New York,Central,2024,5,May,Q2
ORD-149452,1/17/2021,CUST-0112,PROD-0159,6,First Class,862.87,10,0.2,-44.64,Manav Joshi,Corporate,Technology,Machines,Machines Product 19,USA,Illinois,Chicago,East,2021,1,January,Q1
ORD-149453,11/24/2024,CUST-0586,PROD-0115,6,Second Class,904.8,6,0.3,-152.12,Yash Kohli,Consumer,Technology,Accessories,Accessories Product 15,USA,Illinois,Chicago,East,2024,11,November,Q4
ORD-149454,5/11/2021,CUST-0835,PROD-0189,1,Same Day,1151.66,10,0.3,-150.88,Diya Sharma,Home Office,Office Supplies,Paper,Paper Product 9,USA,California,Los Angeles,West,2021,5,May,Q2
ORD-149455,4/11/2024,CUST-1906,PROD-0119,4,Same Day,1117.42,9,0.2,-47.57,Aadhya Patel,Home Office,Technology,Accessories,Accessories Product 19,USA,Washington,Seattle,East,2024,4,April,Q2
ORD-149456,2/17/2023,CUST-1720,PROD-0130,3,Second Class,947.96,5,0.2,-47.1,Vihaan Mukherjee,Consumer,Technology,Copiers,Copiers Product 10,USA,New York,New York,Central,2023,2,February,Q1
ORD-149457,11/29/2023,CUST-1571,PROD-0121,8,Standard Class,105.08,5,0.05,7.57,Saanvi Rao,Home Office,Technology,Copiers,Copiers Product 1,USA,Arizona,Phoenix,West,2023,11,November,Q4
ORD-149458,9/9/2021,CUST-1017,PROD-0079,2,First Class,634.05,3,0.15,0,Kavya Chatterjee,Corporate,Furniture,Furnishings,Furnishings Product 19,USA,Texas,Houston,West,2021,9,September,Q3
ORD-149459,5/23/2023,CUST-0965,PROD-0215,1,First Class,1136.74,10,0.15,0,Meera Nair,Consumer,Office Supplies,Storage,Storage Product 15,USA,California,Los Angeles,West,2023,5,May,Q2
ORD-149460,8/18/2022,CUST-1530,PROD-0005,2,Same Day,592.37,6,0,82.32,Aadhya Reddy,Corporate,Furniture,Chairs,Chairs Product 5,USA,Texas,Houston,West,2022,8,August,Q3
ORD-149461,11/16/2024,CUST-1804,PROD-0007,7,Same Day,638.96,6,0.05,52.72,Rudra Bansal,Consumer,Furniture,Chairs,Chairs Product 7,USA,Ohio,Columbus,West,2024,11,November,Q4
ORD-149462,8/13/2023,CUST-0426,PROD-0002,3,Second Class,1042.29,3,0.3,-110.64,Dev Shetty,Home Office,Furniture,Chairs,Chairs Product 2,USA,New York,New York,Central,2023,8,August,Q3
ORD-149463,8/23/2021,CUST-1057,PROD-0036,5,First Class,694.42,6,0.2,-31.54,Kunal Singh,Consumer,Furniture,Tables,Tables Product 16,USA,Florida,Miami,East,2021,8,August,Q3
ORD-149464,12/10/2021,CUST-0608,PROD-0213,2,Standard Class,272.77,8,0.1,11.3,Kavya Bhatt,Corporate,Office Supplies,Storage,Storage Product 13,USA,Texas,Houston,West,2021,12,December,Q4
ORD-149465,6/21/2022,CUST-0109,PROD-0099,1,Same Day,236.58,2,0.05,25.12,Aditya Malhotra,Consumer,Technology,Phones,Phones Product 19,USA,California,Los Angeles,West,2022,6,June,Q2
ORD-149466,12/10/2024,CUST-0298,PROD-0087,2,Same Day,1071.93,4,0,150.93,Aadhya Chauhan,Corporate,Technology,Phones,Phones Product 7,USA,Texas,Houston,West,2024,12,December,Q4
ORD-149467,3/4/2021,CUST-0659,PROD-0209,1,Second Class,214.49,2,0.1,7.85,Myra Arora,Home Office,Office Supplies,Storage,Storage Product 9,USA,California,Los Angeles,West,2021,3,March,Q1
ORD-149468,3/10/2024,CUST-1136,PROD-0097,3,Standard Class,986.33,1,0.15,0,Anika Tiwari,Consumer,Technology,Phones,Phones Product 17,USA,New York,New York,Central,2024,3,March,Q1
ORD-149469,7/18/2021,CUST-0237,PROD-0055,1,Standard Class,887.53,9,0.1,45.17,Kunal Kapoor,Corporate,Furniture,Bookcases,Bookcases Product 15,USA,California,Los Angeles,West,2021,7,July,Q3
ORD-149470,12/29/2021,CUST-1896,PROD-0122,5,First Class,771.41,3,0.15,0,Anika Das,Corporate,Technology,Copiers,Copiers Product 2,USA,Florida,Miami,East,2021,12,December,Q4
ORD-149471,8/2/2024,CUST-0786,PROD-0005,6,Same Day,1143.29,1,0.05,87.06,Harsh Nair,Consumer,Furniture,Chairs,Chairs Product 5,USA,Illinois,Chicago,East,2024,8,August,Q3
ORD-149472,7/9/2024,CUST-1113,PROD-0227,3,Second Class,796.76,9,0.2,-30.63,Aarav Pillai,Home Office,Office Supplies,Art,Art Product 7,USA,New York,New York,Central,2024,7,July,Q3
ORD-149473,3/5/2024,CUST-1386,PROD-0225,1,Same Day,249.1,8,0.2,-13.76,Sara Ghosh,Home Office,Office Supplies,Art,Art Product 5,USA,California,Los Angeles,West,2024,3,March,Q1
ORD-149474,6/15/2024,CUST-1276,PROD-0109,1,Standard Class,750.32,4,0,111.6,Aadhya Sinha,Home Office,Technology,Accessories,Accessories Product 9,USA,California,Los Angeles,West,2024,6,June,Q2
ORD-149475,11/15/2023,CUST-1113,PROD-0179,3,Standard Class,932.52,7,0.15,0,Kavya Naidu,Home Office,Office Supplies,Binders,Binders Product 19,USA,New York,New York,Central,2023,11,November,Q4
ORD-149476,2/19/2024,CUST-0407,PROD-0064,1,Second Class,89.24,10,0.05,9.75,Sai Sharma,Consumer,Furniture,Furnishings,Furnishings Product 4,USA,California,Los Angeles,West,2024,2,February,Q1
ORD-149477,10/4/2022,CUST-1802,PROD-0194,7,Same Day,476.85,6,0.2,-23.43,Pooja Yadav,Corporate,Office Supplies,Paper,Paper Product 14,USA,Ohio,Columbus,West,2022,10,October,Q4
ORD-149478,10/24/2023,CUST-1376,PROD-0086,8,Second Class,637.63,8,0,86.19,Manav Sharma,Corporate,Technology,Phones,Phones Product 6,USA,Arizona,Phoenix,West,2023,10,October,Q4
ORD-149479,11/29/2022,CUST-1830,PROD-0074,2,Standard Class,548.69,4,0.15,0,Krishna Naidu,Corporate,Furniture,Furnishings,Furnishings Product 14,USA,Texas,Houston,West,2022,11,November,Q4
ORD-149480,10/17/2024,CUST-1535,PROD-0178,6,First Class,89.67,9,0.2,-4.68,Reyansh Nair,Consumer,Office Supplies,Binders,Binders Product 18,USA,Illinois,Chicago,East,2024,10,October,Q4
ORD-149481,5/4/2022,CUST-0246,PROD-0079,3,Second Class,430.71,10,0.1,22.47,Ritika Joshi,Home Office,Furniture,Furnishings,Furnishings Product 19,USA,New York,New York,Central,2022,5,May,Q2
ORD-149482,11/3/2024,CUST-1459,PROD-0039,7,First Class,545.36,2,0.2,-22.08,Ritika Kulkarni,Corporate,Furniture,Tables,Tables Product 19,USA,Ohio,Columbus,West,2024,11,November,Q4
ORD-149483,10/31/2021,CUST-1049,PROD-0026,7,Standard Class,148.77,1,0.1,9.11,Sara Nair,Home Office,Furniture,Tables,Tables Product 6,USA,Ohio,Columbus,West,2021,10,October,Q4
ORD-149484,8/4/2022,CUST-1276,PROD-0104,8,Same Day,486.45,8,0.1,26.02,Saanvi Tiwari,Home Office,Technology,Accessories,Accessories Product 4,USA,Arizona,Phoenix,West,2022,8,August,Q3
ORD-149485,11/12/2023,CUST-0852,PROD-0160,4,Standard Class,120.47,5,0.05,11.4,Simran Bansal,Consumer,Technology,Machines,Machines Product 20,USA,Washington,Seattle,East,2023,11,November,Q4
ORD-149486,2/26/2024,CUST-1608,PROD-0005,6,Same Day,854.8,6,0,164.3,Tanvi Joshi,Consumer,Furniture,Chairs,Chairs Product 5,USA,Illinois,Chicago,East,2024,2,February,Q1
ORD-149487,10/11/2022,CUST-1695,PROD-0165,7,Second Class,675.1,10,0.15,0,Aditya Mehta,Home Office,Office Supplies,Binders,Binders Product 5,USA,Ohio,Columbus,West,2022,10,October,Q4
ORD-149488,9/7/2024,CUST-0127,PROD-0069,3,Standard Class,34.95,1,0,4.78,Aryan Mukherjee,Home Office,Furniture,Furnishings,Furnishings Product 9,USA,New York,New York,Central,2024,9,September,Q3
ORD-149489,10/19/2023,CUST-0811,PROD-0223,7,Second Class,499.18,5,0,74.8,Aadhya Tiwari,Consumer,Office Supplies,Art,Art Product 3,USA,Ohio,Columbus,West,2023,10,October,Q4
ORD-149490,5/12/2023,CUST-1903,PROD-0116,8,Second Class,24.7,9,0,4.2,Sneha Malhotra,Consumer,Technology,Accessories,Accessories Product 16,USA,Arizona,Phoenix,West,2023,5,May,Q2
ORD-149491,3/24/2021,CUST-0567,PROD-0054,8,Second Class,793.13,6,0.05,56.37,Kabir Naidu,Consumer,Furniture,Bookcases,Bookcases Product 14,USA,Arizona,Phoenix,West,2021,3,March,Q1
ORD-149492,6/22/2022,CUST-1758,PROD-0235,7,Standard Class,413.65,5,0.15,0,Aarav Bose,Home Office,Office Supplies,Art,Art Product 15,USA,Ohio,Columbus,West,2022,6,June,Q2
ORD-149493,10/15/2022,CUST-0274,PROD-0204,2,Second Class,355.05,4,0.3,-46.74,Aryan Chauhan,Corporate,Office Supplies,Storage,Storage Product 4,USA,Texas,Houston,West,2022,10,October,Q4
ORD-149494,12/31/2023,CUST-1710,PROD-0173,1,First Class,531.56,5,0,89.41,Dev Bose,Home Office,Office Supplies,Binders,Binders Product 13,USA,California,Los Angeles,West,2023,12,December,Q4
ORD-149495,8/28/2023,CUST-1128,PROD-0115,2,Standard Class,817.42,7,0,116.02,Kunal Tripathi,Home Office,Technology,Accessories,Accessories Product 15,USA,Texas,Houston,West,2023,8,August,Q3
ORD-149496,9/8/2022,CUST-1118,PROD-0122,7,Standard Class,752.86,3,0,83.78,Anika Yadav,Home Office,Technology,Copiers,Copiers Product 2,USA,Ohio,Columbus,West,2022,9,September,Q3
ORD-149497,3/29/2021,CUST-1228,PROD-0158,6,Second Class,927.93,3,0,134.3,Ananya Pandey,Consumer,Technology,Machines,Machines Product 18,USA,Illinois,Chicago,East,2021,3,March,Q1
ORD-149498,5/29/2023,CUST-0148,PROD-0060,8,Second Class,125.8,5,0.2,-5.81,Neha Reddy,Home Office,Furniture,Bookcases,Bookcases Product 20,USA,Arizona,Phoenix,West,2023,5,May,Q2
ORD-149499,10/25/2024,CUST-1547,PROD-0155,4,Standard Class,855.88,1,0.1,33.12,Aadhya Bose,Home Office,Technology,Machines,Machines Product 15,USA,Washington,Seattle,East,2024,10,October,Q4
ORD-149500,3/12/2021,CUST-0622,PROD-0134,8,First Class,981.42,9,0.2,-55.2,Dev Bose,Corporate,Technology,Copiers,Copiers Product 14,USA,Arizona,Phoenix,West,2021,3,March,Q1
ORD-149501,2/24/2021,CUST-0950,PROD-0007,3,Second Class,118.1,1,0.1,7.6,Ira Mehta,Corporate,Furniture,Chairs,Chairs Product 7,USA,New York,New York,Central,2021,2,February,Q1
ORD-149502,12/13/2023,CUST-0071,PROD-0069,3,Same Day,1133.38,6,0.15,0,Sara Joshi,Home Office,Furniture,Furnishings,Furnishings Product 9,USA,New York,New York,Central,2023,12,December,Q4
ORD-149503,1/4/2021,CUST-0913,PROD-0166,1,First Class,259.41,5,0,35.35,Dev Gupta,Consumer,Office Supplies,Binders,Binders Product 6,USA,California,Los Angeles,West,2021,1,January,Q1
ORD-149504,7/4/2024,CUST-1755,PROD-0177,3,Standard Class,1187.84,8,0.15,0,Diya Iyer,Corporate,Office Supplies,Binders,Binders Product 17,USA,New York,New York,Central,2024,7,July,Q3
ORD-149505,3/27/2023,CUST-1659,PROD-0169,2,First Class,1099.14,9,0.3,-142.7,Ritika Bose,Consumer,Office Supplies,Binders,Binders Product 9,USA,Texas,Houston,West,2023,3,March,Q1
ORD-149506,6/14/2024,CUST-0727,PROD-0219,2,Standard Class,1046.61,3,0.05,80.2,Dhruv Patel,Consumer,Office Supplies,Storage,Storage Product 19,USA,Texas,Houston,West,2024,6,June,Q2
ORD-149507,5/8/2024,CUST-1551,PROD-0186,8,Same Day,1194.67,3,0.15,0,Saanvi Kulkarni,Corporate,Office Supplies,Paper,Paper Product 6,USA,Arizona,Phoenix,West,2024,5,May,Q2
ORD-149508,5/23/2023,CUST-1830,PROD-0053,5,Standard Class,534.8,8,0.15,0,Ritika Shetty,Corporate,Furniture,Bookcases,Bookcases Product 13,USA,Florida,Miami,East,2023,5,May,Q2
ORD-149509,9/3/2024,CUST-1880,PROD-0003,3,Second Class,1024.22,8,0.3,-187.1,Sara Yadav,Home Office,Furniture,Chairs,Chairs Product 3,USA,New York,New York,Central,2024,9,September,Q3
ORD-149510,6/11/2024,CUST-1372,PROD-0149,6,Same Day,358.31,8,0.15,0,Riya Bhatt,Consumer,Technology,Machines,Machines Product 9,USA,Illinois,Chicago,East,2024,6,June,Q2
ORD-149511,1/4/2021,CUST-1425,PROD-0027,8,Second Class,268.06,3,0.15,0,Aisha Tripathi,Consumer,Furniture,Tables,Tables Product 7,USA,Arizona,Phoenix,West,2021,1,January,Q1
ORD-149512,8/27/2024,CUST-1923,PROD-0139,3,First Class,1020.65,10,0,144.83,Pooja Banerjee,Home Office,Technology,Copiers,Copiers Product 19,USA,New York,New York,Central,2024,8,August,Q3
ORD-149513,12/14/2021,CUST-1957,PROD-0124,7,Same Day,149.72,8,0.2,-5.35,Ishita Yadav,Corporate,Technology,Copiers,Copiers Product 4,USA,Ohio,Columbus,West,2021,12,December,Q4
ORD-149514,7/1/2022,CUST-1559,PROD-0014,4,Same Day,1081.87,4,0.15,0,Anika Nair,Corporate,Furniture,Chairs,Chairs Product 14,USA,Washington,Seattle,East,2022,7,July,Q3
ORD-149515,4/5/2021,CUST-1233,PROD-0087,4,Second Class,1053.73,7,0.2,-39.85,Sneha Kohli,Consumer,Technology,Phones,Phones Product 7,USA,Washington,Seattle,East,2021,4,April,Q2
ORD-149516,9/20/2024,CUST-1567,PROD-0055,3,Second Class,305.13,3,0,52.04,Vivaan Agarwal,Corporate,Furniture,Bookcases,Bookcases Product 15,USA,New York,New York,Central,2024,9,September,Q3
ORD-149517,2/6/2021,CUST-0015,PROD-0076,3,Same Day,226.18,10,0.05,27.82,Priya Kapoor,Corporate,Furniture,Furnishings,Furnishings Product 16,USA,New York,New York,Central,2021,2,February,Q1
ORD-149518,4/10/2024,CUST-1740,PROD-0147,4,First Class,285.47,9,0.3,-39.43,Aditya Banerjee,Home Office,Technology,Machines,Machines Product 7,USA,Washington,Seattle,East,2024,4,April,Q2
ORD-149519,1/9/2024,CUST-1816,PROD-0075,2,Same Day,1043.02,1,0.05,94.47,Atharv Tripathi,Home Office,Furniture,Furnishings,Furnishings Product 15,USA,Texas,Houston,West,2024,1,January,Q1
ORD-149520,10/29/2022,CUST-0662,PROD-0210,4,First Class,714.61,4,0.05,63.91,Meera Reddy,Consumer,Office Supplies,Storage,Storage Product 10,USA,Washington,Seattle,East,2022,10,October,Q4
ORD-149521,2/9/2023,CUST-0823,PROD-0209,6,Same Day,584.81,8,0.1,28.72,Simran Bansal,Corporate,Office Supplies,Storage,Storage Product 9,USA,Illinois,Chicago,East,2023,2,February,Q1
ORD-149522,3/27/2021,CUST-0934,PROD-0128,4,First Class,581.29,4,0.2,-26.74,Harsh Mehta,Home Office,Technology,Copiers,Copiers Product 8,USA,Washington,Seattle,East,2021,3,March,Q1
ORD-149523,3/13/2023,CUST-0316,PROD-0224,1,Second Class,872.58,4,0.05,79.04,Harsh Saxena,Corporate,Office Supplies,Art,Art Product 4,USA,California,Los Angeles,West,2023,3,March,Q1
ORD-149524,4/17/2024,CUST-1634,PROD-0154,4,Second Class,180.84,4,0.05,19.14,Kunal Malhotra,Consumer,Technology,Machines,Machines Product 14,USA,Washington,Seattle,East,2024,4,April,Q2
ORD-149525,11/5/2022,CUST-1080,PROD-0138,5,Same Day,348.15,10,0.1,12.59,Riya Naidu,Consumer,Technology,Copiers,Copiers Product 18,USA,Florida,Miami,East,2022,11,November,Q4
ORD-149526,7/23/2023,CUST-0542,PROD-0104,3,Second Class,73.31,4,0.2,-3.64,Harsh Chatterjee,Corporate,Technology,Accessories,Accessories Product 4,USA,New York,New York,Central,2023,7,July,Q3
ORD-149527,10/15/2021,CUST-0795,PROD-0116,5,Second Class,1162.49,4,0,130.21,Sara Iyer,Corporate,Technology,Accessories,Accessories Product 16,USA,Florida,Miami,East,2021,10,October,Q4
ORD-149528,4/2/2023,CUST-1130,PROD-0034,7,Standard Class,410.96,6,0.3,-44.6,Dev Pillai,Consumer,Furniture,Tables,Tables Product 14,USA,Ohio,Columbus,West,2023,4,April,Q2
ORD-149529,8/27/2024,CUST-0340,PROD-0059,8,Second Class,764.99,10,0.1,40.05,Kavya Bhatt,Corporate,Furniture,Bookcases,Bookcases Product 19,USA,Arizona,Phoenix,West,2024,8,August,Q3
ORD-149530,11/20/2021,CUST-0845,PROD-0164,7,Standard Class,354.41,2,0.05,40.97,Ananya Bhatt,Home Office,Office Supplies,Binders,Binders Product 4,USA,Ohio,Columbus,West,2021,11,November,Q4
ORD-149531,12/26/2023,CUST-0247,PROD-0078,4,First Class,54.38,1,0.3,-6.33,Diya Ghosh,Home Office,Furniture,Furnishings,Furnishings Product 18,USA,Washington,Seattle,East,2023,12,December,Q4
ORD-149532,12/1/2024,CUST-0864,PROD-0151,3,Standard Class,88.61,8,0.05,8,Kunal Agarwal,Home Office,Technology,Machines,Machines Product 11,USA,New York,New York,Central,2024,12,December,Q4
ORD-149533,4/22/2022,CUST-0714,PROD-0165,3,Second Class,616.22,4,0.15,0,Aditya Iyer,Corporate,Office Supplies,Binders,Binders Product 5,USA,New York,New York,Central,2022,4,April,Q2
ORD-149534,8/8/2023,CUST-0465,PROD-0048,4,Standard Class,391.51,10,0.1,20.44,Ritika Chauhan,Home Office,Furniture,Bookcases,Bookcases Product 8,USA,Washington,Seattle,East,2023,8,August,Q3
ORD-149535,2/21/2022,CUST-0157,PROD-0121,6,Second Class,304.45,8,0.1,13.19,Pooja Joshi,Home Office,Technology,Copiers,Copiers Product 1,USA,Illinois,Chicago,East,2022,2,February,Q1
ORD-149536,2/24/2024,CUST-0376,PROD-0152,7,Standard Class,1083.7,10,0.1,61.58,Reyansh Bhatt,Corporate,Technology,Machines,Machines Product 12,USA,Ohio,Columbus,West,2024,2,February,Q1
ORD-149537,1/8/2023,CUST-1477,PROD-0077,3,Second Class,615.71,8,0.2,-34.55,Neha Jain,Consumer,Furniture,Furnishings,Furnishings Product 17,USA,New York,New York,Central,2023,1,January,Q1
ORD-149538,3/5/2024,CUST-0939,PROD-0056,4,Standard Class,540.81,2,0,101.19,Aisha Sharma,Home Office,Furniture,Bookcases,Bookcases Product 16,USA,Washington,Seattle,East,2024,3,March,Q1
ORD-149539,12/12/2022,CUST-1961,PROD-0054,3,First Class,228.25,3,0.2,-9.16,Shaurya Dutta,Consumer,Furniture,Bookcases,Bookcases Product 14,USA,New York,New York,Central,2022,12,December,Q4
ORD-149540,4/26/2023,CUST-1331,PROD-0040,5,First Class,90.14,9,0.1,3.64,Krishna Singh,Home Office,Furniture,Tables,Tables Product 20,USA,Florida,Miami,East,2023,4,April,Q2
ORD-149541,2/19/2024,CUST-0855,PROD-0167,6,Same Day,280.14,4,0,51.11,Aisha Banerjee,Consumer,Office Supplies,Binders,Binders Product 7,USA,Illinois,Chicago,East,2024,2,February,Q1
ORD-149542,12/6/2021,CUST-0024,PROD-0167,5,Second Class,620.04,4,0.3,-76.59,Myra Menon,Corporate,Office Supplies,Binders,Binders Product 7,USA,Florida,Miami,East,2021,12,December,Q4
ORD-149543,7/26/2023,CUST-0183,PROD-0086,6,Same Day,1024.99,9,0.2,-38.21,Aadhya Shetty,Corporate,Technology,Phones,Phones Product 6,USA,Illinois,Chicago,East,2023,7,July,Q3
ORD-149544,8/30/2023,CUST-0960,PROD-0178,8,Second Class,355.14,9,0.3,-67.29,Vivaan Malhotra,Consumer,Office Supplies,Binders,Binders Product 18,USA,Arizona,Phoenix,West,2023,8,August,Q3
ORD-149545,9/28/2022,CUST-1085,PROD-0128,4,Standard Class,1162.76,4,0.1,53.62,Shaurya Jain,Corporate,Technology,Copiers,Copiers Product 8,USA,Washington,Seattle,East,2022,9,September,Q3
ORD-149546,9/20/2024,CUST-0639,PROD-0131,1,First Class,969.58,8,0.15,0,Vihaan Naidu,Corporate,Technology,Copiers,Copiers Product 11,USA,California,Los Angeles,West,2024,9,September,Q3
ORD-149547,11/3/2023,CUST-1497,PROD-0013,1,Same Day,1071.5,6,0.05,125.95,Kabir Shetty,Corporate,Furniture,Chairs,Chairs Product 13,USA,California,Los Angeles,West,2023,11,November,Q4
ORD-149548,1/29/2024,CUST-1812,PROD-0238,8,First Class,797.05,10,0.3,-143.78,Vihaan Iyer,Consumer,Office Supplies,Art,Art Product 18,USA,Arizona,Phoenix,West,2024,1,January,Q1
ORD-149549,9/12/2022,CUST-1102,PROD-0232,5,Same Day,683.74,5,0.05,61.5,Aarav Mukherjee,Home Office,Office Supplies,Art,Art Product 12,USA,Florida,Miami,East,2022,9,September,Q3
ORD-149550,2/27/2021,CUST-1956,PROD-0013,2,Second Class,804.66,8,0.15,0,Sai Chauhan,Corporate,Furniture,Chairs,Chairs Product 13,USA,Texas,Houston,West,2021,2,February,Q1
ORD-149551,9/21/2023,CUST-1490,PROD-0162,4,Same Day,704.21,2,0.15,0,Aditya Chauhan,Home Office,Office Supplies,Binders,Binders Product 2,USA,Washington,Seattle,East,2023,9,September,Q3
ORD-149552,3/7/2023,CUST-1604,PROD-0189,6,Same Day,83.04,9,0.3,-13.5,Tanvi Deshmukh,Home Office,Office Supplies,Paper,Paper Product 9,USA,Illinois,Chicago,East,2023,3,March,Q1
ORD-149553,8/7/2023,CUST-1891,PROD-0087,7,Standard Class,700.62,3,0.2,-29.16,Saanvi Nair,Consumer,Technology,Phones,Phones Product 7,USA,Ohio,Columbus,West,2023,8,August,Q3
ORD-149554,4/20/2022,CUST-0698,PROD-0145,3,Same Day,122.92,5,0.3,-18.11,Saanvi Deshmukh,Consumer,Technology,Machines,Machines Product 5,USA,New York,New York,Central,2022,4,April,Q2
ORD-149555,10/10/2024,CUST-0914,PROD-0235,3,First Class,319.76,2,0,55.81,Riya Banerjee,Corporate,Office Supplies,Art,Art Product 15,USA,New York,New York,Central,2024,10,October,Q4
ORD-149556,10/22/2022,CUST-1038,PROD-0148,7,Same Day,598.67,6,0,114.67,Aarav Rao,Corporate,Technology,Machines,Machines Product 8,USA,Ohio,Columbus,West,2022,10,October,Q4
ORD-149557,10/29/2021,CUST-0711,PROD-0172,1,Standard Class,1147.79,3,0,211.56,Yash Deshmukh,Corporate,Office Supplies,Binders,Binders Product 12,USA,California,Los Angeles,West,2021,10,October,Q4
ORD-149558,10/1/2021,CUST-1620,PROD-0162,1,Second Class,763.11,6,0.3,-121.24,Aditya Iyer,Corporate,Office Supplies,Binders,Binders Product 2,USA,California,Los Angeles,West,2021,10,October,Q4
ORD-149559,11/14/2024,CUST-0642,PROD-0001,8,Same Day,277.15,10,0.3,-47,Yash Patel,Consumer,Furniture,Chairs,Chairs Product 1,USA,Arizona,Phoenix,West,2024,11,November,Q4
ORD-149560,6/2/2023,CUST-1857,PROD-0017,5,Standard Class,1098.97,5,0.3,-146.4,Dhruv Shetty,Home Office,Furniture,Chairs,Chairs Product 17,USA,Florida,Miami,East,2023,6,June,Q2
ORD-149561,5/8/2022,CUST-0084,PROD-0034,5,Same Day,1015.23,1,0,144.09,Manav Deshmukh,Consumer,Furniture,Tables,Tables Product 14,USA,Florida,Miami,East,2022,5,May,Q2
ORD-149562,2/23/2022,CUST-1346,PROD-0139,8,Standard Class,1146.8,7,0.15,0,Dhruv Pandey,Home Office,Technology,Copiers,Copiers Product 19,USA,Arizona,Phoenix,West,2022,2,February,Q1
ORD-149563,9/5/2022,CUST-1942,PROD-0091,5,First Class,931.38,6,0.15,0,Myra Yadav,Corporate,Technology,Phones,Phones Product 11,USA,Florida,Miami,East,2022,9,September,Q3
ORD-149564,8/9/2024,CUST-1978,PROD-0105,2,Same Day,859.3,8,0.2,-39.94,Rudra Sharma,Home Office,Technology,Accessories,Accessories Product 5,USA,Texas,Houston,West,2024,8,August,Q3
ORD-149565,2/24/2021,CUST-1624,PROD-0104,2,Same Day,204.14,1,0.15,0,Aisha Chauhan,Consumer,Technology,Accessories,Accessories Product 4,USA,Texas,Houston,West,2021,2,February,Q1
ORD-149566,5/2/2021,CUST-0979,PROD-0070,2,Second Class,130.52,9,0.05,15.16,Sara Rao,Corporate,Furniture,Furnishings,Furnishings Product 10,USA,Texas,Houston,West,2021,5,May,Q2
ORD-149567,10/14/2024,CUST-1436,PROD-0203,5,Second Class,469.76,7,0.05,43.6,Riya Gupta,Consumer,Office Supplies,Storage,Storage Product 3,USA,Florida,Miami,East,2024,10,October,Q4
ORD-149568,4/4/2023,CUST-1388,PROD-0043,8,Same Day,258.07,6,0.15,0,Saanvi Banerjee,Corporate,Furniture,Bookcases,Bookcases Product 3,USA,Arizona,Phoenix,West,2023,4,April,Q2
ORD-149569,1/16/2023,CUST-1489,PROD-0138,3,Standard Class,469.44,4,0.1,19.42,Sneha Chatterjee,Consumer,Technology,Copiers,Copiers Product 18,USA,New York,New York,Central,2023,1,January,Q1
ORD-149570,3/29/2024,CUST-0193,PROD-0103,8,Standard Class,768.27,4,0.2,-46.51,Sneha Iyer,Consumer,Technology,Accessories,Accessories Product 3,USA,Arizona,Phoenix,West,2024,3,March,Q1
ORD-149571,6/9/2023,CUST-1410,PROD-0077,8,First Class,820.61,10,0.3,-108.06,Arjun Kohli,Corporate,Furniture,Furnishings,Furnishings Product 17,USA,Arizona,Phoenix,West,2023,6,June,Q2
ORD-149572,2/22/2022,CUST-1292,PROD-0092,2,Standard Class,400.18,4,0.3,-64.21,Ritika Ghosh,Home Office,Technology,Phones,Phones Product 12,USA,Texas,Houston,West,2022,2,February,Q1
ORD-149573,6/9/2024,CUST-0181,PROD-0190,1,Same Day,749.43,1,0.3,-129.35,Myra Jain,Consumer,Office Supplies,Paper,Paper Product 10,USA,California,Los Angeles,West,2024,6,June,Q2
ORD-149574,11/16/2022,CUST-0455,PROD-0086,6,First Class,1124.64,7,0.15,0,Ritika Banerjee,Consumer,Technology,Phones,Phones Product 6,USA,Illinois,Chicago,East,2022,11,November,Q4
ORD-149575,10/30/2023,CUST-1645,PROD-0075,5,Standard Class,362.39,1,0.3,-61.55,Krishna Pandey,Corporate,Furniture,Furnishings,Furnishings Product 15,USA,Florida,Miami,East,2023,10,October,Q4
ORD-149576,5/21/2023,CUST-0223,PROD-0104,2,Same Day,162.29,8,0.3,-20.57,Ritika Agarwal,Corporate,Technology,Accessories,Accessories Product 4,USA,Texas,Houston,West,2023,5,May,Q2
ORD-149577,3/13/2023,CUST-0483,PROD-0222,3,First Class,291.92,5,0.15,0,Aarav Ghosh,Corporate,Office Supplies,Art,Art Product 2,USA,New York,New York,Central,2023,3,March,Q1
ORD-149578,6/25/2024,CUST-1309,PROD-0181,8,First Class,851.56,3,0.3,-104.21,Aisha Singh,Home Office,Office Supplies,Paper,Paper Product 1,USA,Arizona,Phoenix,West,2024,6,June,Q2
ORD-149579,4/13/2022,CUST-1540,PROD-0163,8,First Class,1034.74,3,0.05,107.31,Saanvi Arora,Home Office,Office Supplies,Binders,Binders Product 3,USA,Arizona,Phoenix,West,2022,4,April,Q2
